time,price
08:00:00.000001,0.0
14:08:12.434000,23885.0
14:08:13.484000,23886.0
14:08:14.085000,23884.0
14:08:15.586000,23886.0
14:08:16.036000,23886.0
14:08:17.537000,23885.0
14:08:18.588000,23885.0
14:08:19.488000,23886.0
14:08:20.389000,23884.0
14:08:21.590000,23883.0
14:08:22.340000,23883.0
14:08:23.691000,23884.0
14:08:23.992000,23883.0
14:08:25.643000,23881.0
14:08:26.694000,23879.0
14:08:27.744000,23883.0
14:08:28.645000,23881.0
14:08:29.696000,23879.0
14:08:29.846000,23879.0
14:08:31.647000,23881.0
14:08:32.698000,23878.0
14:08:33.748000,23876.0
14:08:34.649000,23876.0
14:08:35.550000,23876.0
14:08:36,23876.0
14:08:37.801000,23879.0
14:08:38.552000,23881.0
14:08:39.753000,23881.0
14:08:40.353000,23881.0
14:08:41.704000,23880.0
14:08:42.755000,23879.0
14:08:43.806000,23877.0
14:08:44.706000,23878.0
14:08:45.907000,23878.0
14:08:46.658000,23878.0
14:08:47.408000,23878.0
14:08:48.309000,23878.0
14:08:49.960000,23879.0
14:08:50.860000,23879.0
14:08:51.761000,23879.0
14:08:52.962000,23880.0
14:08:53.863000,23879.0
14:08:54.913000,23879.0
14:08:55.964000,23879.0
14:08:56.564000,23880.0
14:08:57.916000,23881.0
14:08:58.966000,23881.0
14:09:00.017000,23882.0
14:09:00.467000,23882.0
14:09:01.668000,23882.0
14:09:03.019000,23882.0
14:09:03.920000,23882.0
14:09:04.671000,23882.0
14:09:06.021000,23882.0
14:09:07.072000,23880.0
14:09:08.123000,23880.0
14:09:08.723000,23880.0
14:09:09.474000,23882.0
14:09:10.975000,23882.0
14:09:11.875000,23880.0
14:09:12.926000,23880.0
14:09:14.127000,23881.0
14:09:14.427000,23880.0
14:09:15.928000,23880.0
14:09:17.129000,23879.0
14:09:17.129000,23879.0
14:09:18.780000,23880.0
14:09:20.131000,23880.0
14:09:21.182000,23879.0
14:09:21.482000,23879.0
14:09:22.682000,23880.0
14:09:24.183000,23878.0
14:09:24.934000,23877.0
14:09:24.934000,23877.0
14:09:27.186000,23876.0
14:09:28.237000,23877.0
14:09:28.837000,23877.0
14:09:30.338000,23878.0
14:09:31.088000,23877.0
14:09:32.439000,23880.0
14:09:33.490000,23880.0
14:09:34.391000,23878.0
14:09:34.391000,23878.0
14:09:34.391000,23879.0
14:09:37.543000,23879.0
14:09:37.693000,23879.0
14:09:39.344000,23880.0
14:09:40.545000,23880.0
14:09:41.596000,23880.0
14:09:42.346000,23880.0
14:09:43.547000,23880.0
14:09:44.298000,23880.0
14:09:45.499000,23879.0
14:09:46.549000,23878.0
14:09:47.150000,23878.0
14:09:48.651000,23878.0
14:09:49.401000,23878.0
14:09:50.452000,23879.0
14:09:51.503000,23879.0
14:09:52.704000,23879.0
14:09:53.604000,23878.0
14:09:54.655000,23877.0
14:09:55.556000,23876.0
14:09:56.156000,23876.0
14:09:57.657000,23876.0
14:09:58.708000,23876.0
14:09:59.459000,23877.0
14:10:00.660000,23877.0
14:10:01.110000,23877.0
14:10:02.761000,23878.0
14:10:03.812000,23878.0
14:10:04.562000,23878.0
14:10:05.763000,23879.0
14:10:06.664000,23879.0
14:10:07.414000,23879.0
14:10:08.765000,23880.0
14:10:09.516000,23881.0
14:10:10.716000,23881.0
14:10:11.767000,23881.0
14:10:12.668000,23879.0
14:10:13.719000,23881.0
14:10:14.919000,23881.0
14:10:15.820000,23881.0
14:10:16.721000,23880.0
14:10:17.771000,23879.0
14:10:18.822000,23879.0
14:10:19.423000,23879.0
14:10:20.623000,23880.0
14:10:21.074000,23880.0
14:10:22.725000,23880.0
14:10:23.776000,23881.0
14:10:24.676000,23882.0
14:10:25.877000,23882.0
14:10:26.928000,23885.0
14:10:27.979000,23885.0
14:10:29.029000,23886.0
14:10:29.930000,23887.0
14:10:30.681000,23886.0
14:10:31.732000,23886.0
14:10:33.083000,23885.0
14:10:33.983000,23884.0
14:10:35.034000,23884.0
14:10:36.085000,23884.0
14:10:36.985000,23886.0
14:10:38.036000,23886.0
14:10:39.087000,23884.0
14:10:39.837000,23882.0
14:10:41.188000,23884.0
14:10:41.939000,23884.0
14:10:43.140000,23884.0
14:10:43.290000,23884.0
14:10:45.091000,23885.0
14:10:45.541000,23886.0
14:10:47.042000,23886.0
14:10:47.793000,23886.0
14:10:49.144000,23886.0
14:10:49.894000,23886.0
14:10:51.246000,23883.0
14:10:51.696000,23883.0
14:10:53.197000,23884.0
14:10:53.947000,23884.0
14:10:54.848000,23884.0
14:10:55.899000,23884.0
14:10:57.249000,23884.0
14:10:58,23882.0
14:10:59.201000,23883.0
14:10:59.801000,23884.0
14:11:01.302000,23883.0
14:11:02.353000,23884.0
14:11:03.404000,23884.0
14:11:03.404000,23884.0
14:11:05.205000,23884.0
14:11:05.205000,23884.0
14:11:07.157000,23883.0
14:11:08.357000,23883.0
14:11:08.808000,23883.0
14:11:10.459000,23884.0
14:11:10.459000,23884.0
14:11:12.110000,23883.0
14:11:12.110000,23883.0
14:11:14.512000,23883.0
14:11:15.262000,23883.0
14:11:16.163000,23882.0
14:11:16.913000,23882.0
14:11:17.964000,23882.0
14:11:19.015000,23882.0
14:11:20.516000,23882.0
14:11:21.566000,23885.0
14:11:22.167000,23885.0
14:11:23.368000,23885.0
14:11:24.569000,23886.0
14:11:25.019000,23886.0
14:11:26.670000,23887.0
14:11:27.721000,23886.0
14:11:28.021000,23886.0
14:11:29.072000,23886.0
14:11:30.273000,23888.0
14:11:31.173000,23888.0
14:11:32.824000,23887.0
14:11:32.824000,23887.0
14:11:34.626000,23886.0
14:11:34.776000,23886.0
14:11:36.727000,23888.0
14:11:37.778000,23886.0
14:11:38.078000,23886.0
14:11:39.279000,23886.0
14:11:40.480000,23888.0
14:11:41.831000,23888.0
14:11:42.882000,23888.0
14:11:43.482000,23888.0
14:11:44.683000,23890.0
14:11:45.884000,23888.0
14:11:46.785000,23889.0
14:11:47.685000,23888.0
14:11:47.685000,23888.0
14:11:49.036000,23888.0
14:11:50.838000,23889.0
14:11:51.889000,23888.0
14:11:52.939000,23890.0
14:11:53.840000,23889.0
14:11:55.041000,23889.0
14:11:55.491000,23887.0
14:11:56.992000,23889.0
14:11:58.043000,23889.0
14:11:58.643000,23889.0
14:11:59.394000,23889.0
14:12:01.045000,23888.0
14:12:01.796000,23888.0
14:12:03.146000,23889.0
14:12:03.146000,23889.0
14:12:04.197000,23889.0
14:12:06.149000,23887.0
14:12:07.049000,23886.0
14:12:07.500000,23886.0
14:12:09.151000,23887.0
14:12:10.202000,23883.0
14:12:10.952000,23884.0
14:12:12.153000,23883.0
14:12:13.203000,23883.0
14:12:13.654000,23883.0
14:12:15.305000,23884.0
14:12:15.605000,23884.0
14:12:17.256000,23884.0
14:12:18.307000,23882.0
14:12:19.057000,23882.0
14:12:20.108000,23882.0
14:12:21.158000,23880.0
14:12:22.359000,23882.0
14:12:23.260000,23883.0
14:12:24.310000,23884.0
14:12:24.461000,23884.0
14:12:26.412000,23884.0
14:12:26.562000,23884.0
14:12:28.363000,23884.0
14:12:28.964000,23884.0
14:12:28.964000,23884.0
14:12:31.365000,23885.0
14:12:32.266000,23885.0
14:12:33.467000,23886.0
14:12:34.217000,23886.0
14:12:35.418000,23886.0
14:12:36.469000,23888.0
14:12:37.520000,23888.0
14:12:38.270000,23888.0
14:12:39.321000,23889.0
14:12:40.522000,23887.0
14:12:41.422000,23887.0
14:12:42.473000,23890.0
14:12:43.674000,23888.0
14:12:44.575000,23890.0
14:12:45.475000,23890.0
14:12:46.526000,23891.0
14:12:47.727000,23892.0
14:12:48.478000,23891.0
14:12:49.679000,23890.0
14:12:50.729000,23890.0
14:12:50.729000,23890.0
14:12:52.230000,23890.0
14:12:53.731000,23890.0
14:12:54.632000,23891.0
14:12:54.632000,23891.0
14:12:56.733000,23890.0
14:12:57.484000,23890.0
14:12:58.085000,23891.0
14:12:58.085000,23891.0
14:13:00.636000,23890.0
14:13:01.387000,23890.0
14:13:01.387000,23890.0
14:13:01.387000,23890.0
14:13:01.387000,23890.0
14:13:01.387000,23890.0
14:13:06.040000,23890.0
14:13:07.241000,23890.0
14:13:07.241000,23890.0
14:13:09.642000,23890.0
14:13:10.993000,23889.0
14:13:11.143000,23889.0
14:13:12.344000,23888.0
14:13:13.545000,23890.0
14:13:14.596000,23890.0
14:13:15.797000,23888.0
14:13:16.547000,23888.0
14:13:17.748000,23888.0
14:13:18.048000,23888.0
14:13:18.048000,23888.0
14:13:18.048000,23888.0
14:13:21.201000,23888.0
14:13:22.852000,23885.0
14:13:23.903000,23886.0
14:13:24.653000,23885.0
14:13:26.004000,23886.0
14:13:27.055000,23887.0
14:13:27.355000,23887.0
14:13:28.856000,23887.0
14:13:29.607000,23888.0
14:13:30.807000,23887.0
14:13:32.008000,23887.0
14:13:33.059000,23887.0
14:13:34.110000,23887.0
14:13:34.710000,23886.0
14:13:35.911000,23886.0
14:13:35.911000,23886.0
14:13:38.013000,23885.0
14:13:38.913000,23885.0
14:13:39.664000,23885.0
14:13:40.414000,23886.0
14:13:41.615000,23887.0
14:13:42.516000,23885.0
14:13:43.716000,23887.0
14:13:45.217000,23887.0
14:13:46.118000,23887.0
14:13:46.118000,23887.0
14:13:48.219000,23886.0
14:13:48.219000,23886.0
14:13:50.171000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:50.471000,23887.0
14:13:59.327000,23887.0
14:13:59.327000,23887.0
14:14:01.128000,23886.0
14:14:01.128000,23886.0
14:14:02.929000,23887.0
14:14:03.980000,23886.0
14:14:05.181000,23886.0
14:14:06.382000,23886.0
14:14:06.382000,23886.0
14:14:08.333000,23886.0
14:14:08.933000,23886.0
14:14:10.134000,23887.0
14:14:11.035000,23887.0
14:14:12.386000,23890.0
14:14:13.287000,23890.0
14:14:14.187000,23890.0
14:14:14.637000,23890.0
14:14:16.138000,23895.0
14:14:17.489000,23895.0
14:14:18.390000,23894.0
14:14:19.141000,23894.0
14:14:20.492000,23895.0
14:14:21.542000,23895.0
14:14:22.593000,23896.0
14:14:23.494000,23896.0
14:14:24.545000,23897.0
14:14:25.445000,23897.0
14:14:26.646000,23899.0
14:14:27.697000,23898.0
14:14:28.598000,23897.0
14:14:29.648000,23897.0
14:14:30.549000,23897.0
14:14:31.300000,23898.0
14:14:32.501000,23897.0
14:14:33.701000,23896.0
14:14:34.452000,23895.0
14:14:35.352000,23895.0
14:14:36.103000,23895.0
14:14:37.754000,23895.0
14:14:38.655000,23896.0
14:14:38.955000,23895.0
14:14:40.756000,23895.0
14:14:41.657000,23897.0
14:14:42.257000,23897.0
14:14:43.609000,23897.0
14:14:44.059000,23897.0
14:14:45.410000,23897.0
14:14:46.611000,23897.0
14:14:46.611000,23897.0
14:14:48.712000,23897.0
14:14:48.712000,23897.0
14:14:50.363000,23896.0
14:14:51.864000,23896.0
14:14:52.465000,23898.0
14:14:53.516000,23897.0
14:14:54.867000,23897.0
14:14:55.317000,23897.0
14:14:56.668000,23896.0
14:14:57.869000,23896.0
14:14:58.619000,23896.0
14:14:59.970000,23894.0
14:15:00.721000,23895.0
14:15:01.171000,23895.0
14:15:02.672000,23895.0
14:15:03.123000,23896.0
14:15:04.924000,23893.0
14:15:05.825000,23891.0
14:15:06.875000,23891.0
14:15:07.176000,23891.0
14:15:08.977000,23892.0
14:15:09.577000,23892.0
14:15:10.928000,23892.0
14:15:11.529000,23892.0
14:15:13.030000,23895.0
14:15:14.081000,23895.0
14:15:14.981000,23895.0
14:15:15.732000,23895.0
14:15:16.332000,23895.0
14:15:18.134000,23895.0
14:15:18.134000,23895.0
14:15:20.085000,23893.0
14:15:20.085000,23893.0
14:15:21.736000,23895.0
14:15:22.637000,23895.0
14:15:23.987000,23893.0
14:15:25.188000,23891.0
14:15:25.639000,23892.0
14:15:27.140000,23892.0
14:15:27.741000,23892.0
14:15:28.641000,23892.0
14:15:30.292000,23892.0
14:15:31.193000,23892.0
14:15:31.193000,23892.0
14:15:32.394000,23892.0
14:15:34.045000,23892.0
14:15:34.795000,23892.0
14:15:36.146000,23891.0
14:15:36.146000,23891.0
14:15:38.248000,23890.0
14:15:39.299000,23890.0
14:15:40.349000,23890.0
14:15:41.400000,23891.0
14:15:42.301000,23891.0
14:15:42.301000,23891.0
14:15:43.952000,23891.0
14:15:45.303000,23891.0
14:15:46.354000,23891.0
14:15:47.254000,23890.0
14:15:47.254000,23890.0
14:15:49.506000,23890.0
14:15:49.506000,23890.0
14:15:51.307000,23890.0
14:15:52.208000,23890.0
14:15:53.408000,23890.0
14:15:54.159000,23890.0
14:15:55.210000,23890.0
14:15:55.210000,23890.0
14:15:56.861000,23890.0
14:15:57.912000,23890.0
14:15:59.113000,23890.0
14:16:00.614000,23887.0
14:16:01.514000,23887.0
14:16:02.565000,23887.0
14:16:03.316000,23886.0
14:16:04.516000,23886.0
14:16:05.417000,23886.0
14:16:06.317000,23886.0
14:16:07.368000,23886.0
14:16:08.569000,23887.0
14:16:09.319000,23887.0
14:16:09.319000,23887.0
14:16:09.319000,23887.0
14:16:12.622000,23887.0
14:16:13.672000,23887.0
14:16:14.123000,23887.0
14:16:14.123000,23887.0
14:16:16.524000,23887.0
14:16:17.575000,23890.0
14:16:18.175000,23890.0
14:16:18.175000,23890.0
14:16:18.175000,23890.0
14:16:21.478000,23890.0
14:16:22.078000,23890.0
14:16:23.129000,23889.0
14:16:24.029000,23889.0
14:16:25.681000,23890.0
14:16:25.981000,23890.0
14:16:27.332000,23890.0
14:16:27.332000,23890.0
14:16:29.734000,23889.0
14:16:30.634000,23889.0
14:16:31.535000,23888.0
14:16:32.886000,23888.0
14:16:33.036000,23889.0
14:16:33.036000,23889.0
14:16:33.036000,23889.0
14:16:33.036000,23889.0
14:16:33.036000,23889.0
14:16:38.439000,23889.0
